id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
321847,"New condo in Central Sq - 2BR, 2BA",1647071,Meghan,,The Port,42.36549,-71.098,Entire home/apt,300,2,57,2019-09-02,0.58,1,3
326170,Two-room suite near Harvard Univ. with parking,1665697,Nadine And Bernd,,Agassiz,42.38247,-71.11403,Entire home/apt,110,1,224,2019-12-26,2.20,1,0
405144,Apartment in Harvard's Backyard,2018955,Nicole,,Mid-Cambridge,42.37125,-71.11105,Entire home/apt,180,31,54,2020-03-01,0.54,1,364
405548,Holidays in Cambridge $150/night (flexible),306681,Janet,,West Cambridge,42.38258,-71.1371,Entire home/apt,150,2,2,2017-12-26,0.02,3,0
445407,East Cambridge Apartment ,2212429,Jimmy,,Wellington-Harrington,42.37363,-71.08909,Entire home/apt,350,2,49,2019-08-18,0.50,2,1
459074,Studio steps from MIT and Harvard!,2282282,Claudia,,Cambridgeport,42.36291,-71.10435,Entire home/apt,100,2,381,2020-03-01,3.89,1,0
464471,"HarvardMIT,InmanSq,clean,sunny apt.",2308198,Sarah And Chris,,Wellington-Harrington,42.37317,-71.09743,Entire home/apt,175,91,281,2019-12-17,2.85,1,266
742574,See Yourself in Central Square,1152305,Greg,,Cambridgeport,42.36486,-71.10328,Entire home/apt,150,30,126,2020-05-16,1.38,5,146
798213,Cambridge-Alewife-Davis-Tufts-Porter Sq-Harvard Sq,4169689,Javier,,North Cambridge,42.40168,-71.13512,Private room,65,1,379,2019-07-21,4.41,2,172
810461,Suite Central B&B in the Heart of Cambridge,1963743,Leslie And Dave,,The Port,42.37047,-71.09781,Private room,98,2,275,2020-03-12,3.20,1,15
860634,Home on quiet street near Harvard,4507945,Deborah,,Agassiz,42.38391,-71.11449,Private room,70,1,437,2020-03-11,4.99,1,0
910408,Full Term Housing in Mid Cambridge MA!,4883794,Melissa,,Mid-Cambridge,42.37039,-71.10645,Entire home/apt,100,300,6,2019-05-03,0.07,1,363
1054635,"Sunny, lg 1-br, heart of Cambridge",3087212,Eleanor,,Mid-Cambridge,42.37254,-71.1126,Entire home/apt,125,91,10,2017-05-29,0.12,1,309
1067104,Harvard Tufts MIT: Artist's Home,5871398,Beverly,,North Cambridge,42.39177,-71.13116,Private room,79,145,17,2020-03-21,0.23,2,365
1097262,Harvard/MIT/BU/Central Square Room,6030020,Jason,,Cambridgeport,42.35629,-71.11095,Private room,70,30,43,2019-06-17,0.50,3,0
1130655,Bedroom in a Cambridge Condominium/Best Location,6203069,Michael,,Agassiz,42.38454,-71.1156,Private room,125,91,63,2019-11-08,0.73,2,365
1140201,Great Room Near Harvard/MIT/BU,6030020,Jason,,Cambridgeport,42.36112,-71.1066,Private room,70,30,66,2020-03-31,0.77,3,365
1141088,MIT/Harvard/Inman- 2 Bedroom Apt.,2530211,Erin,,Wellington-Harrington,42.37117,-71.09685,Entire home/apt,179,2,419,2020-03-12,4.84,1,0
1143701,Beautiful Light-Filled Bedroom/Best Location,6203069,Michael,,North Cambridge,42.38884,-71.12048,Private room,125,91,82,2019-10-21,0.95,2,365
1154298,Quiet private room in N. Cambridge,6325607,John,,North Cambridge,42.40021,-71.13643,Private room,65,1,364,2020-03-20,4.30,1,340
1193875,Large Downstairs Room,229956,Adam,,The Port,42.36433,-71.09911,Private room,33,1,168,2020-06-07,1.98,1,2
1215512,Minutes to Harvard Square,2066283,Roger,,Strawberry Hill,42.37824,-71.14915,Entire home/apt,160,91,16,2019-12-12,0.25,1,362
1216161,"Spacious townhouse in Cambridge, MA",6636728,Nomeda,,Mid-Cambridge,42.3762,-71.10919,Entire home/apt,135,91,3,2018-08-30,0.06,1,101
1225831,Victorian Charm MIT/Harvard/Kendall/Central-1BR,3380576,Paul,,The Port,42.36458,-71.09845,Entire home/apt,155,3,432,2020-05-15,5.04,1,254
1276962,"Cambridge Apt, walk to MIT, Harvard",6122485,Wendy,,The Port,42.3678,-71.10175,Entire home/apt,200,3,119,2020-03-13,1.99,1,276
1307195,Harvard and MIT - Enjoy Comfort and Convenience!,7106416,Kyle,,Cambridgeport,42.36392,-71.10191,Entire home/apt,469,2,420,2020-04-10,5.95,1,22
1315920,Harvard or MIT walk 2 bedroom 2 baths,7148538,Lumina,,Wellington-Harrington,42.36986,-71.09583,Entire home/apt,698,1,37,2019-04-15,0.44,1,364
1330779,Huron Village Lower Unit Harvard Sq,4642626,Amy,,Neighborhood Nine,42.38905,-71.12425,Entire home/apt,200,7,65,2020-05-31,0.78,4,365
1341022,"Long term only, Modern Entire Condo MIT/MGH $3600",6619766,C,,The Port,42.36821,-71.09436,Entire home/apt,134,91,41,2019-12-22,0.49,1,274
1404377,Renovated Brownstone - MIT/Kendall,7579202,Jenny,,East Cambridge,42.36743,-71.08458,Private room,140,2,307,2020-03-08,3.67,2,250
1406416,City living at its finest!,7579202,Jenny,,East Cambridge,42.37143,-71.07881,Private room,140,2,199,2020-02-28,2.49,2,265
1502981,"Nice room, Porter Square / Harvard",8029934,Stuart,,Neighborhood Nine,42.38538,-71.11996,Private room,95,3,124,2020-03-02,1.65,3,0
1609674,HARVARD SQUARE APT MIT/BOSTON CLOSE,8572951,Saam,,Neighborhood Nine,42.37599,-71.11792,Entire home/apt,375,91,55,2019-06-07,0.67,1,364
1619471,Charming Room Near Harvard Square,8530114,Colleen,,Mid-Cambridge,42.37384,-71.10719,Private room,140,2,104,2020-03-13,1.27,3,170
1619859,Entire 1BR Harvard Sq / Porter Sq,23078,Eric,,Neighborhood Nine,42.38848,-71.12592,Entire home/apt,120,91,1,2014-08-16,0.01,2,1
1632003,2 Cozy Rooms Near Harvard Square,8530114,Colleen,,Mid-Cambridge,42.37209,-71.10328,Private room,170,2,43,2020-03-19,0.53,3,171
1644730,#19-3 Cozy Apartment in Harvard Sq!,1461240,Monica,,Riverside,42.37025,-71.1147,Entire home/apt,240,4,44,2020-05-10,0.56,4,6
1711476,"Serene & cozy 1BR oasis, walk to  Harvard Square!",3402394,Case,,Mid-Cambridge,42.37485,-71.10563,Entire home/apt,90,32,57,2020-06-05,1.09,2,250
1799157,Cambridge Large Room available Long term.,7757356,Alan,,Strawberry Hill,42.37617,-71.1544,Private room,79,32,31,2019-08-10,0.38,1,120
1840256,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Mike,,Area 2/MIT,42.36183,-71.0846,Entire home/apt,259,29,18,2018-08-26,0.24,15,234
1855969,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36342,-71.08281,Entire home/apt,272,29,31,2017-10-20,0.40,15,211
1881771,"It's home, Cambridge! (2BD/2BT)",9796499,Marisa,,Cambridgeport,42.35564,-71.11298,Entire home/apt,225,3,60,2020-03-31,0.76,1,292
1892854,Professor's perfect pied-à-terre,3450402,Christopher,,Mid-Cambridge,42.37315,-71.11268,Entire home/apt,330,91,6,2019-08-02,0.10,1,0
1893287,Bright Convenient Apt Harvard / MIT,9553483,Jookun,,The Port,42.36563,-71.10043,Entire home/apt,160,2,159,2020-03-19,1.99,1,76
1935343,"Cute, clean & it’s all yours-1 bed- great location",10014448,Lucia,,Cambridgeport,42.35698,-71.10859,Entire home/apt,145,2,184,2020-03-14,2.38,1,356
1984737,Charming Harvard Victorian,8824696,Steve,,West Cambridge,42.38116,-71.13326,Entire home/apt,425,2,294,2020-06-19,3.98,2,335
2030680,Cozy Room in a Charming Townhouse,10427720,Gosia,,Strawberry Hill,42.37852,-71.15249,Private room,125,1,26,2019-10-14,0.35,2,365
2038283,Stay Across from Harvard's Campus!,4521987,Kris,,Mid-Cambridge,42.37217,-71.11453,Entire home/apt,110,3,133,2020-03-16,1.70,1,171
2092181,Hammock Haven in Cambridge (entire place!),10641173,Randi,,Wellington-Harrington,42.37278,-71.09002,Entire home/apt,85,1,46,2020-03-08,0.63,1,0
2098613,"Clean cozy bedroom, parking incl.",10664362,Rachel,,Cambridgeport,42.35518,-71.10914,Private room,75,2,84,2019-11-25,1.35,1,1
2176599,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36322,-71.08456,Entire home/apt,259,29,5,2016-01-17,0.07,15,235
2223447,HarvardSq. Bright&Quiet 1 BdrApt MONTHLY/LONG TERM,7421025,Doriana,,Mid-Cambridge,42.37109,-71.11066,Entire home/apt,95,91,34,2018-09-01,0.53,3,294
2244415,❤Harvard❤MIT❤Parking ❤Clean❤Quiet❤Full Apartment❤,3668535,S,,Mid-Cambridge,42.37248,-71.11488,Entire home/apt,329,2,79,2020-03-01,1.05,4,180
2290052,"Cozy Private Room in Cambridge, MA",11697992,Bryan,,Wellington-Harrington,42.37145,-71.09575,Private room,120,3,50,2020-03-12,0.66,4,180
2359793,Cambridge--Tufts--Lesley--Porter Sq--Harvard Sq,4169689,Javier,,North Cambridge,42.40182,-71.13523,Private room,60,1,194,2019-08-01,2.54,2,172
2451591,Large Master Bedroom + Full Private Bath,12535522,Mona,,Cambridgeport,42.36151,-71.1048,Private room,129,5,19,2019-12-04,0.25,1,362
2467252,"West Cambridge,  1 or 2 BR in House near Harvard",12617598,Caroline,,Neighborhood Nine,42.38155,-71.12886,Private room,125,2,216,2020-03-11,2.85,1,0
2538983,Spacious 2 bedrooms Apt-Roof deck NO Cleaning fee,13000172,Dan,,Cambridgeport,42.35704,-71.10909,Entire home/apt,350,1,369,2020-04-20,6.19,1,0
2580942,Cambridge Getaway @ MIT and Harvard,430015,Kevin,,The Port,42.3695,-71.09921,Entire home/apt,250,3,259,2020-03-21,3.49,2,311
2642323,Huron Village Upper Unit Harvard Sq,4642626,Amy,,Cambridge Highlands,42.38817,-71.14601,Entire home/apt,250,7,43,2019-12-01,0.57,4,0
2692752,Country home in the city center.,6501896,Shelley,,Cambridgeport,42.36431,-71.1029,Private room,95,2,65,2020-03-01,0.87,1,0
2875646,Cozy and bright 1 bed near MIT-Kendall Sq-Harvrd,14649698,Blair,,Wellington-Harrington,42.37259,-71.08941,Entire home/apt,115,1,109,2020-03-07,1.46,1,0
2879039,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Mike,,Area 2/MIT,42.36198,-71.08437,Entire home/apt,220,29,14,2018-01-13,0.19,15,196
2914111,Friendly Pleasant Place,14883738,Minga & Jonathan,,Cambridgeport,42.36397,-71.10712,Private room,107,2,245,2020-03-15,3.29,1,310
3021937,Large Room in Spacious Apartment,6030020,Jason,,Cambridgeport,42.3569,-71.10948,Private room,86,14,9,2019-11-06,0.12,3,101
3050185,"Cambridge home by Fresh Pond, 10 min to Harvard",15528473,Johnny,,Strawberry Hill,42.37569,-71.15102,Entire home/apt,245,330,4,2014-09-02,0.06,1,34
3100411,Harvard MIT Boston Convention Perfect Location,3668535,S,,Mid-Cambridge,42.37114,-71.11273,Entire home/apt,429,2,42,2020-03-01,0.57,4,52
3168152,Private room near Harvard/MIT/BU,16070254,Heidi,,Cambridgeport,42.35898,-71.11312,Private room,130,1,19,2015-09-21,0.26,1,365
3200813,Superb 2 bed 1 mile to Harvard Yard,9939488,Dan,,Neighborhood Nine,42.38929,-71.12683,Entire home/apt,225,200,3,2014-12-01,0.04,6,365
3209676,"Lovely 2BR Apartment, Excellent location",6839881,Lisan,,Neighborhood Nine,42.38835,-71.1276,Entire home/apt,147,95,1,2014-08-13,0.01,8,0
3234995,"Lovely, large 3 room apartment",10470174,Maria,,West Cambridge,42.37764,-71.12601,Entire home/apt,300,2,54,2020-03-08,1.48,1,180
3247833,Lovely East Cambridge Apartment,2212429,Jimmy,,Wellington-Harrington,42.36981,-71.09263,Entire home/apt,225,2,352,2020-03-10,5.47,2,328
3316734,"Quiet 3rd fl, lovely light, lofted full mattress",9939488,Dan,,Neighborhood Nine,42.38957,-71.12755,Private room,57,91,5,2019-09-01,0.09,6,365
3334098,"WELL-APPOINTED, BRIGHT AND SPACIOUS",5331227,/We Are Kai & Nina,,East Cambridge,42.36902,-71.0857,Entire home/apt,265,3,45,2020-02-01,0.63,1,263
3340412,The Queens of Waterbridge,1152305,Greg,,Strawberry Hill,42.37462,-71.15023,Entire home/apt,150,3,48,2020-03-01,0.79,5,108
3352446,"Near Harvard/MIT/Tufts: Pet OK, backyard, lovely!",3842820,Chris,,Strawberry Hill,42.37778,-71.14997,Entire home/apt,209,2,0,,,1,241
3375100,"21 - Near Harvard,Sun-filled,Queen bed",17028791,M,,West Cambridge,42.38274,-71.13631,Private room,94,91,36,2020-01-02,0.51,5,324
3434822,Harvard MIT: Artist's Home,5871398,Beverly,,North Cambridge,42.39403,-71.13094,Private room,79,90,30,2020-04-16,0.41,2,365
3474824,"Quiet Studio near MIT, Harvard & BU",5074009,Jeff&Liz,,Cambridgeport,42.35903,-71.10812,Entire home/apt,144,2,219,2020-03-09,3.02,2,0
3475883,Queen Bed (Liz) at Waterbridge,1152305,Greg,,Strawberry Hill,42.37514,-71.15054,Private room,65,3,43,2020-03-22,0.60,5,199
3519954,Queen Bed (Victoria) at Waterbridge,1152305,Greg,,Strawberry Hill,42.37558,-71.15201,Private room,65,3,44,2020-02-29,0.61,5,273
3538589,Two bedroom third floor apartment,10337757,Bruce & Fariba,,Agassiz,42.38263,-71.11439,Entire home/apt,160,3,130,2019-05-31,1.81,1,218
3554581,Nice light lofted 3rd floor corner room.,9939488,Dan,,Neighborhood Nine,42.38975,-71.12746,Private room,55,91,5,2019-08-12,0.07,6,365
3578005,Sunny large 2BR steps to Harvard sq,10172310,Karsten,,Mid-Cambridge,42.37503,-71.10491,Entire home/apt,250,1,19,2019-08-20,0.27,1,0
3610778,Private Room with Bunk Bed near Harvard/MIT,4297079,Charlton & Theresa,,East Cambridge,42.36903,-71.08794,Private room,160,30,27,2020-02-09,0.38,1,72
3649162,Walk to MIT or Harvard!  Perfect for a family,18446559,Meredith,,Cambridgeport,42.36357,-71.10297,Entire home/apt,250,5,11,2019-08-14,0.17,1,17
3652550,#34-2 Charming Apt in Porter Sq!,1461240,Monica,,Neighborhood Nine,42.38768,-71.1248,Entire home/apt,185,3,38,2020-03-29,0.53,4,205
3678159,One bedroom in charming 2BR Cambridge apartment,4026958,Robert,,Riverside,42.36779,-71.11222,Private room,99,1,69,2019-12-15,1.44,1,59
3684345,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36338,-71.08365,Entire home/apt,272,29,10,2018-10-05,0.14,15,211
3740822,Lux 2BR Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36366,-71.08329,Entire home/apt,337,29,15,2016-07-18,0.21,15,212
3767665,Lovely apartment near Harvard/MIT,18513672,Naomi,,Mid-Cambridge,42.37106,-71.10772,Entire home/apt,80,31,11,2016-11-16,0.16,1,0
3774900,City Oasis |Deck & Yard |Walk To Harvard MIT Train,6823717,Juan Carlos,,Cambridgeport,42.36079,-71.11365,Entire home/apt,100,2,261,2020-04-06,3.73,1,264
3796979,#34-1 Great apartment in Cambridge!,1461240,Monica,,Neighborhood Nine,42.38673,-71.12364,Entire home/apt,165,3,30,2019-09-05,0.43,4,335
3820596,Pleasant corner room with 4 windows,9939488,Dan,,Neighborhood Nine,42.38822,-71.12687,Private room,70,210,5,2015-09-01,0.07,6,365
3885435,Spacious Private Room in Cambridge,11697992,Bryan,,Wellington-Harrington,42.37359,-71.09549,Private room,82,3,30,2020-03-29,0.43,4,174
3894437,Lovely Studio Near Porter&Harvard,6839881,Lisan,,Neighborhood Nine,42.38856,-71.12594,Entire home/apt,122,50,3,2018-01-01,0.05,8,0
3945567,Peaceful One-Bedroom Apartment,20446189,Mary,,North Cambridge,42.39511,-71.13134,Entire home/apt,140,2,62,2016-10-25,0.98,1,6
3966829,Sunny Base close to MIT,20414167,Sandra,,The Port,42.36693,-71.09921,Entire home/apt,84,91,34,2019-08-02,0.48,1,90
4112094,Cambridge Studio Apartment,404360,Victor,,West Cambridge,42.37869,-71.14482,Entire home/apt,120,1,206,2020-03-08,2.95,2,0
4116478,Great House in Central Square,4578066,Lindsey,,Cambridgeport,42.36312,-71.10284,Entire home/apt,350,2,149,2019-11-27,2.17,1,304
4168303,Transformable bedroom A with bath,21631889,Ling Yi,,The Port,42.369,-71.09653,Private room,105,45,17,2018-05-04,0.25,15,273
4209359,#1B SPOTLESS STUDIO APT - HARVARD/MIT CAMBRIDGE!,81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,99,30,180,2020-02-29,2.84,8,105
4216908,"Quiet home near Porter, Harvard. On Red Line",21885217,Catherine,,North Cambridge,42.38954,-71.11806,Entire home/apt,275,1,18,2020-01-09,0.52,1,0
4235636,Cozy Room in a Charming Townhouse,10427720,Gosia,,Strawberry Hill,42.37711,-71.15168,Private room,125,1,7,2019-10-20,0.28,2,365
4275093,"Nice Apartment, 2 bedroom, Porter Sq / Harvard",8029934,Stuart,,Agassiz,42.38529,-71.11793,Entire home/apt,279,2,46,2019-11-30,0.69,3,0
4276802,Transformable room C (shared bath),21631889,Ling Yi,,The Port,42.36889,-71.09664,Private room,75,90,19,2017-03-13,0.28,15,0
4338244,"Lux Kendall Square 1 Bedroom w/gym, WiFi",9419684,Mike,,East Cambridge,42.36442,-71.08211,Entire home/apt,278,29,2,2015-08-23,0.03,15,1
4363059,31 - CUTE! Near Harvard Memory Foam Bed,17028791,M,,West Cambridge,42.38157,-71.13658,Private room,84,91,29,2019-09-30,0.42,5,107
4437529,Lux 2BR Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36366,-71.08329,Entire home/apt,337,29,9,2016-04-09,0.13,15,212
4437789,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36478,-71.08217,Entire home/apt,220,29,4,2016-01-18,0.06,15,196
4455298,Family Friendly 3 Bedroom,21631889,Ling Yi,,The Port,42.36852,-71.09723,Entire home/apt,340,90,104,2019-06-04,1.54,15,140
4489577,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Mike,,East Cambridge,42.36388,-71.08309,Entire home/apt,220,29,2,2018-09-24,0.04,15,196
4534572,5BR Home in Cambridge,4781117,Katie,,West Cambridge,42.37874,-71.14226,Entire home/apt,500,2,65,2019-07-14,1.07,1,2
4554102,"Queen bed, Nice Room & House, Quiet Street",1458862,Gregory,,Wellington-Harrington,42.37398,-71.09049,Private room,60,5,16,2016-09-25,0.24,2,0
4736800,Harvard & MIT- Sweet Retreat in Coolest Cambridge!,10732627,Suz,,Mid-Cambridge,42.37066,-71.10431,Entire home/apt,145,2,156,2020-02-02,4.10,1,269
4738463,Sunny corner living room/bedroom B,21631889,Ling Yi,,The Port,42.36913,-71.09772,Private room,85,45,0,,,15,116
4751209,"11 - Priv.Apt., Near Harvard, Furnished",17028791,M,,West Cambridge,42.3815,-71.13807,Entire home/apt,155,91,47,2020-01-05,0.75,5,179
4753390,Live Large in Transformable Studio,21631889,Ling Yi,,The Port,42.3686,-71.09652,Entire home/apt,170,90,65,2020-03-17,1.01,15,163
4759313,Private Apartment - enjoy the space,24302173,Laurie,,Strawberry Hill,42.37826,-71.15506,Entire home/apt,179,91,44,2018-06-14,0.66,2,294
4763977,Spacious Cambridge apartment near MIT/Kendall,19353237,Michelle,,East Cambridge,42.36974,-71.08709,Entire home/apt,129,5,200,2020-03-10,3.09,1,80
4813475,Nice Quiet 2Bed - Self-isolating People & Families,1458862,Gregory,,Wellington-Harrington,42.3726,-71.09086,Entire home/apt,150,1,404,2020-03-31,6.33,2,0
4824130,Cambridge Modern Living,1800647,Saba,,West Cambridge,42.37524,-71.14744,Shared room,70,91,0,,,1,0
4841421,Huge classy 3BR Apt w/parking,8618392,Bertha,,Cambridgeport,42.35792,-71.11119,Entire home/apt,250,3,47,2020-01-05,0.75,1,26
4921626,Private apartment,24302173,Laurie,,Strawberry Hill,42.37934,-71.15508,Private room,170,91,0,,,2,294
4932029,Garden-level one-bedroom apartment,25407755,Nora,,North Cambridge,42.39705,-71.13305,Entire home/apt,165,1,402,2020-03-08,6.08,1,0
4954584,Elegant contemporary 2Br,21631889,Ling Yi,,The Port,42.36931,-71.09781,Entire home/apt,275,45,96,2019-09-16,1.47,15,18
4956321,Charming Third Floor Apartment,25547444,Susan,,Agassiz,42.38412,-71.11484,Entire home/apt,145,4,122,2020-04-06,1.86,1,214
4958294,HOLIDAY IN HARVARD SQUARE. EASY COMMUTE TO BOSTON,87398,Ari,,Neighborhood Nine,42.3798,-71.12124,Entire home/apt,179,91,17,2018-08-28,0.26,2,365
4989834,Cambridge MIT Harvard,5490203,Charles,,The Port,42.36746,-71.10109,Private room,75,30,63,2019-01-19,0.99,4,0
5051452,Harvard-Central Studio loft with rooftop,22648706,Chiara,,Mid-Cambridge,42.37215,-71.10525,Entire home/apt,108,91,11,2019-07-29,0.18,1,364
5159117,Room in Central Square,26680937,Mimi,,The Port,42.36521,-71.09806,Private room,64,4,46,2019-11-12,0.80,2,0
5248305,Spacious & Comfortable Inman Sq Apt,27161508,Chelsea,,Wellington-Harrington,42.37214,-71.09834,Entire home/apt,225,91,3,2016-07-26,0.05,1,0
5251036,Hotelet private  suite and parking in Cambridge,5608628,Suzana,,Mid-Cambridge,42.37137,-71.10126,Entire home/apt,135,1,137,2020-03-29,6.57,1,18
5304655,Golden red brick apt at heart of Harvard Sq,27474650,Aspen,,Mid-Cambridge,42.37195,-71.11391,Entire home/apt,299,3,137,2020-02-29,2.13,1,87
5320198,"Comfy, rm Harvard Sq w Pvt. Ent/bth",7704595,Holly,,West Cambridge,42.37469,-71.12513,Private room,90,6,0,,,1,365
5336803,Room for 2 Near Harvard Sqaure,27657951,Troy,,Neighborhood Nine,42.38552,-71.13733,Private room,300,91,10,2015-10-02,0.15,1,88
5365197,Cozy Bedroom nr Harvard/MIT/Kendall,2861941,Bronwyn,,Mid-Cambridge,42.37394,-71.10188,Private room,100,91,68,2019-09-30,1.09,1,172
5626174,Large One Bedroom near Cambridge Hospital,23250489,Kerri,,Mid-Cambridge,42.36963,-71.10271,Entire home/apt,225,1,227,2020-03-01,3.71,1,353
5666988,Sunny 3BD House near Harvard Square,19742431,Sarah,,West Cambridge,42.37453,-71.13276,Entire home/apt,410,7,29,2019-09-07,0.46,1,231
5680028,Colonial home near Harvard Square in Cambridge,24498919,Gail,,West Cambridge,42.3787,-71.14435,Entire home/apt,200,30,1,2018-07-19,0.04,1,46
5705842,Lux Corner 2Br near MIT/Kendall,21631889,Ling Yi,,The Port,42.36724,-71.0985,Entire home/apt,287,90,45,2019-06-05,0.73,15,147
5791244,Sunny Huron Village Apt. w/ Terrace,30045286,James,,West Cambridge,42.38376,-71.13549,Entire home/apt,184,2,263,2020-05-01,4.27,1,173
5811422,Studio-type space near Central Square,12576232,Thomas,,The Port,42.36899,-71.09849,Entire home/apt,70,32,50,2019-02-11,0.83,4,365
5844818,Cozy bedroom in East Cambridge,2526606,Aizhan,,East Cambridge,42.37222,-71.08094,Private room,60,2,5,2016-08-14,0.10,1,89
5857136,Lovely apt easy walk to Harvard Sq,1260886,Mimi And Brian,,Neighborhood Nine,42.38358,-71.13028,Entire home/apt,195,2,142,2020-03-13,2.25,2,308
5870441,Lux Furnished Cambridge 1-BR Apartment,30283594,Global Luxury Suites,,East Cambridge,42.36369,-71.08396,Entire home/apt,199,91,1,2015-10-19,0.02,18,359
6012510,AMAZING STUDIO : Harvard Square,31210888,Rafa,,Mid-Cambridge,42.37123,-71.11049,Entire home/apt,150,91,8,2019-08-01,0.17,1,0
6013381,*Ultra Plush Kendall Square 1-Bedroom Apartment,30283594,Global Luxury Suites,,East Cambridge,42.36258,-71.08212,Entire home/apt,189,91,3,2018-02-15,0.05,18,338
6056095,Calm Cozy Room Between Radcliffe & Observatory,3616967,Heather,,Neighborhood Nine,42.3821,-71.12458,Private room,200,91,16,2019-04-14,0.26,2,0
6106691,Luxury Harvard/MIT Victorian,8824696,Steve,,West Cambridge,42.38289,-71.13313,Entire home/apt,265,1,149,2019-11-22,2.43,2,328
6185544,Sunny 3 bed/2 bath-5 min to T- Harvard/MIT/Boston,21745230,Jurek,,North Cambridge,42.39633,-71.13642,Entire home/apt,250,1,73,2020-04-15,1.22,7,167
6185571,Room w/private bath+fridge+microwave-,21745230,Jurek,,North Cambridge,42.39604,-71.13515,Private room,69,3,72,2020-05-30,1.20,7,163
6363476,✿✿ Dwell Well In A Philadelphia-Style Apartment ✿✿,33155440,Kimberly,,Agassiz,42.38411,-71.11523,Entire home/apt,274,3,121,2019-11-29,3.70,1,0
6374780,"Big 2 bedroom, steps to Davis Sq",25354687,David,,North Cambridge,42.39523,-71.12897,Entire home/apt,150,120,5,2015-09-14,0.08,1,283
6385215,2BRM  with Parking - near Harvard & Porter Sq,22200553,Andrew,,Neighborhood Nine,42.3831,-71.12946,Entire home/apt,133,30,17,2019-08-20,0.29,1,243
6397721,"Lux Kendall Square 1 Bedroom w/gym, WiFi",9419684,Mike,,East Cambridge,42.36462,-71.08318,Entire home/apt,278,29,10,2017-12-26,0.17,15,212
6404336,Private Entrance Room in Cambridge,33401056,Dora,,Wellington-Harrington,42.37169,-71.09617,Private room,80,2,56,2020-03-01,0.94,1,0
6432362,Top floor apt with deck-brand new kitchen!,294279,Helena,,Cambridgeport,42.357,-71.10758,Entire home/apt,310,91,5,2018-11-29,0.08,1,294
6434394,2BR Walk to Harvard/MIT/Red Line T,24415419,David,,The Port,42.36814,-71.0989,Entire home/apt,249,1,287,2020-03-01,4.63,1,244
